ID	EDAD	INGRESOS	GENERO	ESTADO_CIVIL	NUM_HIJOS	NUM_TARJETAS	MODALIDAD_PAGO	HIPOTECA	PRESTAMOS	RIESGO
103168	43	28799	"f"	"divsepwid"	2	6	"weekly"	"y"	3	"V"
102997	30	28797	"f"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
102926	40	28785	"m"	"divsepwid"	4	6	"weekly"	"y"	3	"F"
103328	45	28778	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
103646	49	28771	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103589	48	28758	"f"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
100674	42	28745	"m"	"married"	1	1	"monthly"	"y"	1	"V"
103507	47	28742	"f"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103261	44	28740	"m"	"divsepwid"	3	5	"weekly"	"y"	3	"F"
103970	46	28735	"m"	"married"	3	4	"weekly"	"y"	2	"F"
103232	44	28716	"m"	"divsepwid"	3	6	"weekly"	"n"	3	"V"
102930	40	28714	"m"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
104077	49	28709	"m"	"married"	3	3	"monthly"	"y"	2	"F"
104075	49	28708	"m"	"married"	2	3	"monthly"	"y"	2	"F"
103774	40	28702	"m"	"married"	2	3	"monthly"	"y"	2	"F"
102917	40	28690	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
100735	44	28687	"f"	"married"	1	1	"monthly"	"y"	0	"V"
103493	47	28671	"m"	"divsepwid"	4	5	"weekly"	"y"	2	"V"
103152	43	28658	"f"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103062	42	28643	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"V"
100250	35	28640	"m"	"single"	0	1	"monthly"	"y"	0	"V"
100157	37	28633	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103863	43	28631	"f"	"married"	2	4	"monthly"	"y"	2	"F"
103965	46	28626	"m"	"married"	2	3	"weekly"	"y"	2	"F"
100043	28	28622	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103656	49	28618	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103252	44	28617	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103509	32	28610	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103492	47	28602	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103868	43	28592	"m"	"married"	3	3	"weekly"	"y"	1	"F"
103427	46	28586	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103858	43	28567	"m"	"married"	3	3	"monthly"	"y"	2	"F"
103491	47	28553	"m"	"divsepwid"	3	5	"weekly"	"y"	2	"F"
102990	41	28550	"f"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103657	49	28549	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
102983	41	28546	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103077	42	28528	"f"	"divsepwid"	2	6	"weekly"	"y"	3	"F"
102985	38	28528	"f"	"divsepwid"	3	6	"weekly"	"y"	2	"F"
100083	31	28515	"m"	"single"	0	1	"monthly"	"y"	0	"V"
102996	41	28513	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
103869	43	28507	"f"	"married"	3	3	"monthly"	"y"	1	"F"
103253	44	28499	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103588	48	28490	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
103019	41	28487	"m"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103600	48	28480	"m"	"divsepwid"	4	6	"weekly"	"n"	3	"F"
103644	31	28474	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
100708	43	28469	"m"	"married"	1	1	"monthly"	"y"	0	"V"
104047	48	28461	"f"	"married"	3	3	"weekly"	"y"	2	"V"
102915	40	28455	"f"	"divsepwid"	3	6	"weekly"	"y"	2	"F"
100068	30	28455	"f"	"single"	0	1	"monthly"	"y"	0	"F"
100052	29	28454	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103732	50	28453	"m"	"divsepwid"	4	6	"weekly"	"y"	2	"V"
100164	38	28450	"m"	"single"	0	0	"monthly"	"y"	0	"F"
103393	46	28424	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103072	42	28418	"m"	"divsepwid"	3	5	"weekly"	"y"	3	"V"
103099	32	28415	"m"	"divsepwid"	4	6	"weekly"	"n"	3	"F"
103061	42	28407	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
103397	46	28403	"f"	"divsepwid"	3	5	"weekly"	"y"	2	"V"
103936	45	28383	"f"	"married"	2	4	"monthly"	"y"	1	"F"
103239	44	28371	"f"	"divsepwid"	3	5	"weekly"	"y"	3	"F"
102998	41	28351	"m"	"divsepwid"	3	6	"weekly"	"n"	2	"V"
102929	40	28348	"m"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
103664	49	28336	"f"	"divsepwid"	2	5	"weekly"	"n"	3	"V"
103334	45	28333	"m"	"divsepwid"	4	6	"weekly"	"n"	3	"V"
103570	48	28331	"f"	"divsepwid"	3	5	"weekly"	"y"	2	"F"
103518	47	28331	"m"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
100085	31	28315	"m"	"single"	0	0	"monthly"	"y"	0	"F"
103587	48	28294	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103590	48	28293	"f"	"divsepwid"	3	5	"weekly"	"y"	3	"F"
100125	35	28289	"f"	"single"	0	1	"monthly"	"y"	0	"F"
103159	43	28275	"f"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
103568	48	28252	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"F"
103321	45	28243	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103505	47	28237	"f"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
103259	44	28230	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103586	48	28229	"m"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
100149	37	28224	"m"	"single"	0	1	"monthly"	"y"	0	"F"
100247	44	28218	"f"	"single"	0	0	"monthly"	"y"	0	"V"
102988	41	28205	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103262	44	28181	"f"	"divsepwid"	3	5	"weekly"	"y"	2	"V"
103162	37	28180	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
103418	46	28173	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103725	26	28172	"m"	"divsepwid"	3	6	"weekly"	"n"	3	"V"
100168	38	28168	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103799	41	28156	"m"	"married"	3	4	"weekly"	"y"	1	"F"
100461	36	28156	"f"	"married"	0	1	"monthly"	"y"	0	"V"
104003	47	28154	"m"	"married"	2	4	"monthly"	"y"	1	"F"
104115	34	28146	"m"	"married"	2	3	"monthly"	"y"	1	"F"
103169	43	28136	"f"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
103488	47	28135	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103582	48	28115	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"F"
100216	37	28112	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103722	50	28109	"f"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
103149	43	28102	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
100001	25	28085	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103413	46	28063	"f"	"divsepwid"	4	5	"weekly"	"y"	2	"V"
103248	44	28063	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"V"
103597	48	28060	"m"	"divsepwid"	2	6	"weekly"	"n"	3	"V"
100193	39	28050	"m"	"single"	0	0	"monthly"	"y"	0	"F"
100165	38	28036	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103713	50	28025	"f"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
100007	33	28018	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103795	41	28000	"f"	"married"	2	4	"weekly"	"y"	1	"F"
103402	31	27995	"m"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
100100	33	27995	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103401	46	27994	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103406	46	27994	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103429	30	27990	"f"	"divsepwid"	2	6	"weekly"	"y"	3	"F"
100013	25	27987	"f"	"single"	0	1	"monthly"	"y"	0	"F"
103667	49	27986	"m"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
103002	33	27979	"f"	"divsepwid"	4	6	"weekly"	"y"	3	"V"
100012	25	27956	"f"	"single"	0	0	"monthly"	"y"	0	"V"
100159	37	27941	"f"	"single"	0	1	"monthly"	"y"	0	"V"
104116	50	27940	"m"	"married"	3	4	"weekly"	"y"	2	"F"
103409	38	27936	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
100426	35	27933	"m"	"married"	0	1	"monthly"	"y"	1	"F"
103325	29	27930	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
102986	41	27928	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"F"
103177	43	27922	"f"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103802	27	27917	"m"	"married"	3	3	"monthly"	"y"	2	"F"
100166	38	27915	"f"	"single"	0	0	"monthly"	"y"	0	"V"
100174	38	27913	"f"	"single"	0	0	"monthly"	"y"	0	"F"
103251	44	27909	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103327	45	27906	"m"	"divsepwid"	3	5	"weekly"	"y"	3	"F"
100238	43	27901	"f"	"single"	0	0	"monthly"	"y"	0	"V"
100213	37	27897	"f"	"single"	0	0	"monthly"	"y"	0	"F"
103929	45	27892	"m"	"married"	2	4	"weekly"	"y"	2	"F"
102987	41	27890	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
102994	41	27885	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
104036	48	27873	"f"	"married"	3	4	"monthly"	"y"	1	"F"
103485	31	27862	"f"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103663	49	27861	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103658	49	27860	"f"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
103326	45	27859	"m"	"divsepwid"	2	6	"weekly"	"y"	3	"V"
103519	47	27854	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103669	49	27850	"f"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
100256	44	27849	"m"	"single"	0	1	"monthly"	"y"	0	"V"
100069	30	27849	"f"	"single"	0	0	"monthly"	"y"	0	"V"
100184	39	27841	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103855	43	27833	"f"	"married"	3	4	"monthly"	"y"	2	"F"
100542	38	27828	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100027	26	27819	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103257	44	27816	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"V"
103909	44	27808	"f"	"married"	3	3	"weekly"	"y"	1	"F"
103064	42	27796	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"F"
103861	43	27795	"f"	"married"	3	3	"weekly"	"y"	1	"F"
100122	34	27794	"f"	"single"	0	0	"monthly"	"y"	0	"V"
100249	44	27793	"f"	"single"	0	1	"monthly"	"y"	0	"F"
103430	46	27792	"m"	"divsepwid"	4	6	"weekly"	"y"	2	"V"
103314	45	27778	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103178	43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	"V"
100208	40	27739	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103097	42	27736	"f"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103010	41	27723	"m"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
100128	35	27706	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103407	46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103514	47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
103721	50	27676	"f"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103165	43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
103068	30	27661	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
100236	36	27658	"m"	"single"	0	1	"monthly"	"y"	0	"V"
104067	34	27647	"f"	"married"	2	4	"monthly"	"y"	2	"F"
100135	36	27639	"f"	"single"	0	0	"monthly"	"y"	0	"F"
103403	31	27637	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"V"
100060	29	27632	"f"	"single"	0	1	"monthly"	"y"	0	"F"
103800	41	27624	"f"	"married"	2	4	"weekly"	"y"	2	"F"
103897	44	27619	"m"	"married"	2	3	"monthly"	"y"	1	"F"
100206	40	27617	"f"	"single"	0	1	"monthly"	"y"	0	"F"
100024	26	27605	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103511	47	27602	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103399	46	27596	"m"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103645	49	27591	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
103910	44	27590	"m"	"married"	3	3	"monthly"	"y"	2	"F"
100096	33	27580	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103975	46	27569	"m"	"married"	3	3	"weekly"	"y"	2	"F"
104041	28	27566	"f"	"married"	3	3	"weekly"	"y"	2	"F"
103250	44	27566	"f"	"divsepwid"	4	6	"weekly"	"y"	3	"F"
103482	47	27565	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
103324	45	27553	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
104100	50	27543	"m"	"married"	2	4	"weekly"	"y"	1	"F"
103502	47	27539	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
104114	50	27535	"f"	"married"	2	3	"monthly"	"y"	1	"F"
100120	34	27530	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103060	27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
100183	39	27523	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103740	50	27519	"m"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103867	43	27517	"m"	"married"	2	4	"weekly"	"y"	2	"F"
100084	31	27505	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103317	34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	3	"F"
103343	45	27467	"m"	"divsepwid"	4	5	"weekly"	"n"	3	"V"
104112	50	27457	"f"	"married"	3	3	"monthly"	"y"	1	"V"
100011	25	27457	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103650	49	27450	"f"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103655	49	27438	"m"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
102924	28	27416	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"F"
103096	34	27404	"f"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
103242	44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"V"
103767	40	27395	"f"	"married"	2	4	"weekly"	"y"	1	"V"
103726	50	27381	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
103964	26	27379	"m"	"married"	2	4	"weekly"	"y"	1	"F"
103938	45	27375	"m"	"married"	2	3	"monthly"	"y"	2	"F"
100051	28	27362	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103995	47	27353	"m"	"married"	2	4	"monthly"	"y"	1	"F"
103942	28	27344	"f"	"married"	3	3	"monthly"	"y"	2	"F"
100226	41	27334	"f"	"single"	0	1	"monthly"	"y"	0	"V"
100020	26	27332	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103770	40	27290	"f"	"married"	3	3	"monthly"	"y"	1	"F"
103768	40	27289	"m"	"married"	2	3	"weekly"	"y"	1	"F"
103512	47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	2	"V"
103235	44	27283	"f"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103245	44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103265	44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	3	"F"
103898	44	27269	"f"	"married"	2	3	"monthly"	"y"	1	"F"
103573	48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103333	45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	"F"
100080	31	27252	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103899	44	27233	"f"	"married"	3	4	"weekly"	"y"	1	"F"
103506	38	27196	"f"	"divsepwid"	4	6	"weekly"	"y"	3	"F"
103315	45	27195	"m"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103088	42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103236	28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"V"
103577	48	27154	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103902	37	27148	"m"	"married"	2	4	"monthly"	"y"	2	"F"
100156	37	27134	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103417	46	27133	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"V"
103828	42	27128	"m"	"married"	3	4	"weekly"	"y"	2	"F"
103414	27	27127	"f"	"divsepwid"	4	5	"weekly"	"y"	3	"V"
100139	36	27110	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103337	26	27107	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
102904	40	27105	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"V"
100302	31	27105	"f"	"married"	0	2	"monthly"	"y"	1	"V"
103737	50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	"F"
100197	39	27092	"f"	"single"	0	1	"monthly"	"y"	0	"V"
103906	44	27089	"f"	"married"	2	4	"weekly"	"y"	1	"F"
103500	47	27086	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
104042	48	27077	"m"	"married"	2	4	"weekly"	"y"	1	"F"
103860	43	27077	"f"	"married"	3	4	"monthly"	"y"	1	"F"
103572	48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
100248	44	27070	"m"	"single"	0	0	"monthly"	"y"	0	"V"
104076	49	27068	"f"	"married"	3	4	"monthly"	"y"	2	"F"
102913	40	27061	"f"	"divsepwid"	4	6	"weekly"	"y"	3	"F"
103591	48	27046	"m"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103594	48	27045	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"V"
103801	41	27043	"f"	"married"	3	4	"weekly"	"y"	1	"F"
103342	45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
103233	44	27030	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"V"
100086	32	27026	"m"	"single"	0	0	"monthly"	"y"	0	"V"
104043	48	27016	"m"	"married"	2	4	"weekly"	"y"	1	"F"
103241	44	27015	"m"	"divsepwid"	3	6	"weekly"	"y"	2	"F"
103093	42	27012	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"F"
103170	43	27008	"f"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
100215	34	27004	"f"	"single"	0	0	"monthly"	"y"	0	"V"
102982	41	26976	"m"	"divsepwid"	3	5	"weekly"	"y"	2	"F"
104073	49	26968	"m"	"married"	3	4	"weekly"	"y"	1	"F"
103256	44	26967	"f"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103176	43	26956	"f"	"divsepwid"	3	6	"weekly"	"n"	3	"V"
103654	49	26952	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"V"
100054	29	26947	"f"	"single"	0	1	"monthly"	"y"	0	"F"
103174	43	26943	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
100171	38	26916	"m"	"single"	0	1	"monthly"	"y"	0	"V"
100123	35	26908	"f"	"single"	0	1	"monthly"	"y"	0	"V"
104113	26	26905	"m"	"married"	2	4	"weekly"	"y"	2	"F"
103431	46	26900	"f"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103835	42	26872	"m"	"married"	3	4	"monthly"	"y"	1	"F"
103087	38	26865	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
103089	42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	"F"
102992	41	26826	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103078	42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103584	27	26785	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"V"
100261	28	26782	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103946	45	26773	"f"	"married"	2	3	"monthly"	"y"	1	"F"
103930	45	26772	"f"	"married"	2	4	"monthly"	"y"	2	"F"
103001	41	26768	"m"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
103661	49	26766	"f"	"divsepwid"	2	5	"weekly"	"y"	2	"V"
102999	41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	2	"V"
104033	48	26747	"m"	"married"	2	3	"monthly"	"y"	2	"F"
104106	50	26746	"f"	"married"	2	4	"weekly"	"y"	1	"F"
103416	46	26741	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
103005	41	26736	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
103258	33	26725	"f"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
103339	45	26723	"m"	"divsepwid"	2	6	"weekly"	"n"	2	"V"
100186	39	26718	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103335	45	26710	"f"	"divsepwid"	2	5	"weekly"	"y"	2	"F"
103895	44	26701	"m"	"married"	3	4	"weekly"	"y"	1	"F"
103652	49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103063	42	26694	"f"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
103510	47	26664	"f"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
103338	45	26632	"m"	"divsepwid"	2	6	"weekly"	"y"	2	"F"
103323	45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"V"
100063	30	26602	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103772	26	26595	"m"	"married"	3	4	"monthly"	"y"	2	"F"
103671	38	26594	"f"	"divsepwid"	4	6	"weekly"	"y"	2	"V"
103940	45	26575	"m"	"married"	3	4	"monthly"	"y"	2	"F"
103859	43	26572	"f"	"married"	2	4	"weekly"	"y"	2	"F"
103724	50	26561	"f"	"divsepwid"	3	5	"weekly"	"n"	2	"F"
103643	49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
100163	38	26550	"m"	"single"	0	0	"monthly"	"y"	0	"F"
103947	45	26542	"m"	"married"	3	4	"monthly"	"y"	2	"F"
100170	38	26539	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103944	45	26532	"m"	"married"	2	3	"weekly"	"y"	2	"F"
103173	43	26529	"m"	"divsepwid"	3	5	"weekly"	"y"	2	"F"
100203	40	26528	"m"	"single"	0	1	"monthly"	"y"	0	"V"
103091	42	26492	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103017	41	26489	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
100079	31	26485	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103903	44	26476	"f"	"married"	2	3	"monthly"	"y"	1	"F"
103896	44	26430	"f"	"married"	3	3	"monthly"	"y"	1	"F"
104110	50	26417	"f"	"married"	3	4	"weekly"	"y"	1	"F"
103798	29	26416	"f"	"married"	3	3	"monthly"	"y"	1	"F"
103583	32	26415	"m"	"divsepwid"	2	6	"weekly"	"y"	3	"F"
102908	40	26411	"f"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103832	30	26409	"m"	"married"	2	3	"weekly"	"y"	1	"F"
104039	48	26406	"f"	"married"	2	4	"monthly"	"y"	1	"F"
103595	48	26396	"m"	"divsepwid"	4	6	"weekly"	"n"	2	"F"
103716	38	26383	"f"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
103831	42	26375	"f"	"married"	3	3	"weekly"	"y"	1	"F"
103331	45	26372	"m"	"divsepwid"	4	5	"weekly"	"n"	2	"F"
103670	49	26352	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
103585	48	26344	"m"	"divsepwid"	3	6	"weekly"	"n"	2	"V"
102914	40	26332	"m"	"divsepwid"	4	6	"weekly"	"n"	3	"F"
103319	45	26307	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103649	49	26291	"m"	"divsepwid"	4	6	"weekly"	"y"	2	"F"
103496	47	26256	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"F"
102931	40	26252	"m"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
103963	46	26247	"m"	"married"	3	3	"weekly"	"y"	1	"F"
103730	50	26245	"f"	"divsepwid"	4	5	"weekly"	"n"	2	"F"
100136	36	26243	"f"	"single"	0	0	"monthly"	"y"	0	"V"
103598	29	26238	"m"	"divsepwid"	4	5	"weekly"	"y"	2	"F"
103415	29	26238	"m"	"divsepwid"	4	5	"weekly"	"n"	2	"V"
103240	44	26233	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"V"
103904	44	26231	"m"	"married"	3	4	"weekly"	"y"	2	"F"
100056	29	26231	"m"	"single"	0	0	"monthly"	"y"	0	"V"
103993	47	26218	"f"	"married"	2	4	"weekly"	"y"	2	"F"
103008	41	26203	"f"	"divsepwid"	3	5	"weekly"	"y"	2	"F"
103596	48	26193	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103943	45	26191	"f"	"married"	2	4	"monthly"	"y"	2	"F"
103571	48	26189	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"F"
103996	47	26184	"f"	"married"	2	3	"monthly"	"y"	1	"F"
102989	29	26180	"m"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
104040	48	26178	"m"	"married"	3	4	"monthly"	"y"	1	"F"
103392	46	26178	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
103729	50	26176	"f"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
100021	26	26175	"f"	"single"	0	1	"monthly"	"y"	0	"V"
104038	27	26173	"f"	"married"	2	4	"weekly"	"y"	2	"F"
103157	43	26166	"m"	"divsepwid"	3	5	"weekly"	"n"	3	"V"
103487	47	26156	"m"	"divsepwid"	2	5	"weekly"	"y"	3	"V"
103480	47	26152	"f"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
103095	42	26150	"f"	"divsepwid"	2	5	"weekly"	"n"	2	"V"
103498	47	26147	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"F"
103166	43	26144	"m"	"divsepwid"	4	5	"weekly"	"y"	3	"F"
103653	34	26140	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
103581	36	26134	"f"	"divsepwid"	2	5	"weekly"	"y"	3	"F"
103574	48	26129	"m"	"divsepwid"	3	6	"weekly"	"n"	3	"V"
103948	45	26125	"f"	"married"	3	3	"weekly"	"y"	1	"F"
103086	31	26120	"m"	"divsepwid"	2	5	"weekly"	"y"	2	"V"
102919	40	26120	"m"	"divsepwid"	2	5	"weekly"	"n"	2	"F"
103000	41	26098	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
103073	38	26094	"m"	"divsepwid"	3	6	"weekly"	"y"	3	"F"
103313	34	26089	"m"	"divsepwid"	2	6	"weekly"	"n"	3	"F"
103593	48	26087	"f"	"divsepwid"	3	6	"weekly"	"n"	2	"F"
103508	47	26081	"f"	"divsepwid"	2	5	"weekly"	"n"	3	"F"
103153	43	26079	"f"	"divsepwid"	4	5	"weekly"	"n"	3	"F"
